Customer ID,Last_Purchase_Date,Days_Since_Last_Purchase,Churn_Status,Country
13769,2011-12-07 15:08:00,2,Active,United Kingdom
13770,2010-10-13 15:10:00,422,Churned,United Kingdom
13771,2011-10-06 14:18:00,64,At Risk,United Kingdom
13772,2011-11-06 11:43:00,34,At Risk,United Kingdom
13773,2010-11-08 11:49:00,397,Churned,United Kingdom
13774,2011-09-19 12:06:00,82,At Risk,United Kingdom
13775,2010-04-28 12:15:00,591,Churned,United Kingdom
13776,2010-10-07 16:11:00,428,Churned,United Kingdom
13777,2011-12-09 12:25:00,1,Active,United Kingdom
13778,2011-08-28 15:25:00,103,Churned,United Kingdom
13779,2010-07-12 11:24:00,516,Churned,United Kingdom
13780,2011-12-02 13:49:00,7,Active,United Kingdom
13781,2011-04-03 12:08:00,251,Churned,United Kingdom
13782,2011-11-27 11:54:00,13,Active,United Kingdom
13783,2010-08-09 09:23:00,488,Churned,United Kingdom
13784,2011-11-30 09:33:00,10,Active,United Kingdom
13785,2010-10-07 09:25:00,429,Churned,United Kingdom
13786,2010-12-07 13:53:00,367,Churned,United Kingdom
13787,2011-09-25 12:06:00,76,At Risk,United Kingdom
13788,2010-07-22 15:50:00,505,Churned,United Kingdom
13789,2010-11-16 15:31:00,388,Churned,United Kingdom
13790,2011-12-05 15:48:00,4,Active,United Kingdom
13791,2011-08-04 11:44:00,128,Churned,United Kingdom
13792,2011-10-04 14:31:00,66,At Risk,United Kingdom
13793,2010-03-03 08:25:00,647,Churned,United Kingdom
13794,2010-06-11 12:30:00,547,Churned,United Kingdom
13795,2010-11-16 17:25:00,388,Churned,United Kingdom
13796,2010-07-28 14:45:00,499,Churned,United Kingdom
13797,2010-09-29 10:34:00,437,Churned,United Kingdom
13798,2011-12-08 15:51:00,1,Active,United Kingdom
13799,2011-08-15 12:07:00,117,Churned,United Kingdom
13800,2011-02-03 12:27:00,310,Churned,United Kingdom
13801,2011-10-04 10:15:00,67,At Risk,United Kingdom
13802,2011-07-24 10:54:00,139,Churned,United Kingdom
13803,2011-03-29 12:57:00,255,Churned,United Kingdom
13804,2011-11-09 12:32:00,31,At Risk,United Kingdom
13805,2011-10-18 14:50:00,52,At Risk,United Kingdom
13806,2011-10-07 11:43:00,64,At Risk,United Kingdom
13807,2010-12-07 15:48:00,367,Churned,United Kingdom
13808,2011-12-04 12:18:00,6,Active,United Kingdom
13809,2011-02-07 13:15:00,305,Churned,Cyprus
13810,2011-11-11 08:33:00,29,Active,Germany
13811,2011-06-09 09:54:00,184,Churned,Germany
13812,2011-10-28 14:27:00,42,At Risk,Germany
13813,2011-10-31 10:38:00,40,At Risk,Germany
13814,2011-09-08 13:48:00,92,Churned,Germany
13815,2011-11-17 14:19:00,22,Active,Germany
13816,2011-11-16 08:38:00,24,Active,Germany
13817,2011-11-10 17:49:00,29,Active,Germany
13818,2010-10-06 12:35:00,430,Churned,United Kingdom
13819,2011-02-11 10:38:00,302,Churned,United Kingdom
13820,2010-10-17 13:46:00,418,Churned,United Kingdom
13821,2011-07-18 09:49:00,145,Churned,United Kingdom
13822,2011-12-04 12:13:00,6,Active,United Kingdom
13823,2011-11-21 10:22:00,19,Active,United Kingdom
13824,2011-11-07 12:41:00,33,At Risk,United Kingdom
13825,2010-03-28 11:02:00,622,Churned,United Kingdom
13826,2011-06-16 13:48:00,176,Churned,United Kingdom
13827,2011-10-13 12:38:00,58,At Risk,United Kingdom
13828,2011-11-17 16:02:00,22,Active,United Kingdom
13829,2010-10-14 18:19:00,421,Churned,United Kingdom
13830,2010-05-07 12:24:00,582,Churned,United Kingdom
13831,2011-11-23 15:41:00,16,Active,United Kingdom
13832,2011-11-20 15:36:00,19,Active,United Kingdom
13833,2011-07-03 13:27:00,159,Churned,United Kingdom
13834,2010-05-12 10:27:00,577,Churned,United Kingdom
13835,2011-11-14 15:37:00,25,Active,United Kingdom
13836,2010-11-05 13:31:00,399,Churned,United Kingdom
13837,2011-05-12 12:10:00,212,Churned,United Kingdom
13838,2011-12-04 11:00:00,6,Active,United Kingdom
13839,2010-08-10 13:52:00,486,Churned,United Kingdom
13840,2010-10-19 13:34:00,416,Churned,United Kingdom
13841,2011-04-01 12:10:00,253,Churned,United Kingdom
13842,2011-10-12 10:51:00,59,At Risk,United Kingdom
13843,2010-11-23 17:48:00,381,Churned,United Kingdom
13844,2011-11-28 13:21:00,11,Active,United Kingdom
13845,2011-10-06 08:25:00,65,At Risk,United Kingdom
13846,2011-11-15 12:07:00,25,Active,United Kingdom
13847,2009-12-20 10:41:00,720,Churned,United Kingdom
13848,2011-09-08 12:58:00,92,Churned,United Kingdom
13849,2011-10-19 10:59:00,52,At Risk,United Kingdom
13850,2011-08-02 14:04:00,129,Churned,United Kingdom
13851,2011-09-05 12:36:00,96,Churned,United Kingdom
13852,2010-04-08 09:06:00,611,Churned,United Kingdom
13853,2011-10-13 14:18:00,57,At Risk,United Kingdom
13854,2011-12-01 09:06:00,9,Active,United Kingdom
13855,2010-07-27 09:53:00,501,Churned,United Kingdom
13856,2011-06-24 10:03:00,169,Churned,United Kingdom
13857,2010-11-11 12:54:00,393,Churned,United Kingdom
13858,2011-10-13 16:17:00,57,At Risk,United Kingdom
13859,2011-01-17 16:14:00,326,Churned,United Kingdom
13860,2011-12-08 12:57:00,1,Active,United Kingdom
13861,2010-10-06 14:20:00,429,Churned,United Kingdom
13862,2011-11-21 16:24:00,18,Active,United Kingdom
13863,2011-04-06 10:20:00,248,Churned,United Kingdom
13864,2010-11-18 12:50:00,387,Churned,United Kingdom
13865,2011-10-12 13:31:00,58,At Risk,United Kingdom
13866,2011-09-26 14:54:00,74,At Risk,United Kingdom
13867,2011-11-08 15:48:00,31,At Risk,United Kingdom
13868,2011-12-02 16:32:00,7,Active,United Kingdom
13869,2011-08-08 13:53:00,123,Churned,United Kingdom
13870,2011-12-07 13:23:00,2,Active,United Kingdom
13871,2011-11-17 10:49:00,23,Active,United Kingdom
13872,2010-06-30 15:35:00,527,Churned,United Kingdom
13873,2011-08-12 10:08:00,120,Churned,United Kingdom
13874,2010-12-16 18:20:00,358,Churned,United Kingdom
13875,2011-10-17 09:36:00,54,At Risk,United Kingdom
13876,2011-10-07 10:22:00,64,At Risk,United Kingdom
13877,2011-09-14 15:49:00,86,At Risk,United Kingdom
13878,2011-10-16 12:19:00,55,At Risk,United Kingdom
13879,2010-03-04 10:49:00,646,Churned,United Kingdom
13880,2011-11-18 13:44:00,21,Active,United Kingdom
13881,2011-12-06 12:50:00,4,Active,United Kingdom
13882,2011-12-07 11:16:00,3,Active,United Kingdom
13883,2011-11-29 10:45:00,11,Active,United Kingdom
13884,2011-12-02 16:30:00,7,Active,United Kingdom
13885,2011-06-03 15:07:00,189,Churned,United Kingdom
13886,2011-09-29 13:17:00,71,At Risk,United Kingdom
13887,2011-05-19 17:22:00,204,Churned,United Kingdom
13888,2011-08-12 10:13:00,120,Churned,United Kingdom
13889,2011-09-08 09:13:00,93,Churned,United Kingdom
13890,2011-12-08 15:36:00,1,Active,United Kingdom
13891,2010-11-26 15:57:00,378,Churned,United Kingdom
13892,2011-11-13 11:50:00,27,Active,United Kingdom
13893,2011-02-15 11:30:00,298,Churned,United Kingdom
13894,2011-11-16 09:44:00,24,Active,United Kingdom
13895,2011-11-11 16:57:00,28,Active,United Kingdom
13896,2010-03-24 08:55:00,626,Churned,United Kingdom
13897,2011-10-20 14:30:00,50,At Risk,United Kingdom
13898,2011-01-18 10:28:00,326,Churned,United Kingdom
13899,2011-11-23 13:40:00,16,Active,United Kingdom
13900,2011-06-09 19:26:00,183,Churned,United Kingdom
13901,2011-09-28 14:48:00,72,At Risk,United Kingdom
13902,2010-03-17 13:09:00,632,Churned,Denmark
13903,2010-11-04 17:44:00,400,Churned,United Kingdom
13904,2011-11-02 13:41:00,37,At Risk,United Kingdom
13905,2009-12-07 11:41:00,733,Churned,United Kingdom
13906,2010-10-26 15:00:00,409,Churned,United Kingdom
13907,2010-01-17 12:22:00,692,Churned,United Kingdom
13908,2011-09-21 11:49:00,80,At Risk,United Kingdom
13909,2010-10-12 17:22:00,423,Churned,United Kingdom
13911,2011-10-13 15:43:00,57,At Risk,United Kingdom
13912,2010-10-12 08:43:00,424,Churned,United Kingdom
13913,2010-07-21 10:11:00,507,Churned,United Kingdom
13914,2011-11-28 10:35:00,12,Active,United Kingdom
13915,2010-11-10 15:17:00,394,Churned,United Kingdom
13916,2010-09-02 10:04:00,464,Churned,United Kingdom
13917,2011-10-21 09:56:00,50,At Risk,United Kingdom
13918,2011-10-21 12:25:00,50,At Risk,United Kingdom
13919,2011-10-11 14:24:00,59,At Risk,Denmark
13920,2010-10-04 12:37:00,432,Churned,United Kingdom
13921,2010-11-02 16:32:00,402,Churned,United Kingdom
13922,2010-12-23 10:38:00,352,Churned,United Kingdom
13923,2011-10-17 12:33:00,54,At Risk,United Kingdom
13924,2011-12-08 09:39:00,2,Active,United Kingdom
13925,2011-09-08 12:47:00,93,Churned,United Kingdom
13926,2011-11-16 13:16:00,23,Active,United Kingdom
13927,2011-09-26 12:00:00,75,At Risk,United Kingdom
13928,2011-11-29 10:33:00,11,Active,United Kingdom
13929,2011-06-23 15:26:00,169,Churned,United Kingdom
13930,2011-10-13 09:45:00,58,At Risk,United Kingdom
13931,2011-09-05 10:12:00,96,Churned,United Kingdom
13932,2011-02-18 12:02:00,295,Churned,United Kingdom
13933,2011-08-22 14:03:00,109,Churned,United Kingdom
13934,2011-03-21 08:39:00,264,Churned,United Kingdom
13935,2010-04-22 11:21:00,597,Churned,United Kingdom
13936,2011-06-13 08:47:00,180,Churned,United Kingdom
13937,2011-06-23 16:35:00,169,Churned,United Kingdom
13938,2011-11-04 14:37:00,35,At Risk,United Kingdom
13939,2011-11-16 13:33:00,23,Active,United Kingdom
13940,2011-11-22 15:15:00,17,Active,United Kingdom
13941,2011-11-18 09:43:00,22,Active,United Kingdom
13942,2010-06-23 12:35:00,535,Churned,United Kingdom
13943,2010-05-11 11:30:00,578,Churned,United Kingdom
13944,2010-02-24 15:02:00,653,Churned,United Kingdom
13945,2010-11-10 10:00:00,395,Churned,United Kingdom
13946,2011-09-21 13:33:00,79,At Risk,United Kingdom
13947,2011-10-05 14:42:00,65,At Risk,United Kingdom
13948,2010-12-14 10:18:00,361,Churned,United Kingdom
13949,2011-12-07 09:35:00,3,Active,United Kingdom
13950,2011-11-28 14:44:00,11,Active,United Kingdom
13951,2011-06-16 16:43:00,176,Churned,United Kingdom
13952,2011-05-06 09:00:00,218,Churned,United Kingdom
13953,2011-12-02 16:04:00,7,Active,United Kingdom
13954,2011-12-08 12:50:00,2,Active,United Kingdom
13955,2011-07-08 17:19:00,154,Churned,United Kingdom
13956,2011-12-04 13:20:00,5,Active,United Kingdom
13957,2010-10-18 10:02:00,418,Churned,United Kingdom
13958,2010-11-25 10:11:00,380,Churned,United Kingdom
13959,2011-09-21 15:06:00,79,At Risk,United Kingdom
13960,2011-11-18 15:27:00,21,Active,United Kingdom
13961,2010-11-12 14:40:00,392,Churned,United Kingdom
13962,2011-11-18 08:47:00,22,Active,United Kingdom
13963,2011-02-04 14:43:00,308,Churned,United Kingdom
13964,2010-11-17 13:53:00,387,Churned,United Kingdom
13965,2010-08-20 10:40:00,477,Churned,United Kingdom
13966,2010-09-30 13:08:00,435,Churned,United Kingdom
13967,2011-07-17 12:02:00,146,Churned,United Kingdom
13968,2010-10-12 13:22:00,423,Churned,United Kingdom
13969,2011-12-02 15:11:00,7,Active,United Kingdom
13970,2010-11-18 13:21:00,386,Churned,United Kingdom
13971,2011-11-21 12:06:00,19,Active,United Kingdom
13972,2011-09-30 11:54:00,71,At Risk,United Kingdom
13973,2011-02-25 15:21:00,287,Churned,United Kingdom
13974,2011-10-21 14:41:00,49,At Risk,United Kingdom
13975,2011-11-08 13:19:00,31,At Risk,United Kingdom
13976,2011-05-17 09:13:00,207,Churned,United Kingdom
13977,2010-10-24 14:08:00,411,Churned,United Kingdom
13978,2011-11-25 11:36:00,15,Active,United Kingdom
13979,2011-09-27 13:32:00,73,At Risk,United Kingdom
13980,2011-10-10 13:34:00,60,At Risk,United Kingdom
13981,2010-10-20 10:03:00,416,Churned,United Kingdom
13982,2011-10-31 16:24:00,39,At Risk,United Kingdom
13983,2011-11-10 11:06:00,30,Active,United Kingdom
13984,2011-11-13 12:38:00,27,Active,United Kingdom
13985,2011-12-05 17:06:00,4,Active,United Kingdom
13986,2011-11-22 15:00:00,17,Active,United Kingdom
13987,2010-11-25 10:20:00,380,Churned,United Kingdom
13988,2011-11-20 10:15:00,20,Active,United Kingdom
13989,2011-10-05 09:47:00,66,At Risk,United Kingdom
13990,2011-05-10 15:19:00,213,Churned,United Kingdom
13991,2011-11-27 16:18:00,12,Active,United Kingdom
13992,2011-11-09 15:23:00,30,Active,United Kingdom
13993,2011-10-28 09:06:00,43,At Risk,United Kingdom
13994,2011-12-06 11:05:00,4,Active,United Kingdom
13995,2011-11-24 14:22:00,15,Active,United Kingdom
13996,2010-11-18 16:27:00,386,Churned,United Kingdom
13997,2010-07-08 18:06:00,519,Churned,United Kingdom
13998,2010-09-19 10:20:00,447,Churned,United Kingdom
13999,2011-11-29 13:40:00,10,Active,United Kingdom
14000,2011-05-12 16:50:00,211,Churned,United Kingdom
14001,2011-10-25 10:31:00,46,At Risk,United Kingdom
14002,2011-07-28 15:55:00,134,Churned,United Kingdom
14003,2009-12-07 08:53:00,733,Churned,United Kingdom
14004,2011-10-27 14:40:00,43,At Risk,United Kingdom
14005,2011-11-30 12:41:00,10,Active,United Kingdom
14006,2011-08-16 09:39:00,116,Churned,United Kingdom
14007,2010-07-15 09:06:00,513,Churned,United Kingdom
14008,2010-10-03 13:09:00,432,Churned,United Kingdom
14009,2011-05-25 15:47:00,198,Churned,United Kingdom
14010,2010-05-23 13:00:00,565,Churned,United Kingdom
14011,2010-08-16 15:31:00,480,Churned,United Kingdom
14012,2011-03-07 12:26:00,278,Churned,United Kingdom
14013,2011-08-21 15:01:00,110,Churned,United Kingdom
14014,2011-09-23 13:18:00,77,At Risk,United Kingdom
14015,2011-10-18 10:02:00,53,At Risk,United Kingdom
14016,2011-07-01 11:29:00,162,Churned,EIRE
14017,2010-05-17 14:52:00,571,Churned,United Kingdom
14018,2010-03-04 14:23:00,645,Churned,United Kingdom
14019,2011-10-24 10:13:00,47,At Risk,United Kingdom
14020,2011-11-23 09:22:00,17,Active,United Kingdom
14021,2011-07-07 15:46:00,155,Churned,United Kingdom
14022,2011-04-28 14:39:00,225,Churned,United Kingdom
14023,2011-12-02 13:58:00,7,Active,United Kingdom
14024,2011-08-10 11:30:00,122,Churned,United Kingdom
14025,2010-09-01 10:11:00,465,Churned,United Kingdom
14026,2010-08-26 10:31:00,471,Churned,United Kingdom
14027,2011-10-10 09:01:00,61,At Risk,United Kingdom
14028,2010-06-07 13:33:00,550,Churned,United Kingdom
14029,2011-10-07 14:46:00,63,At Risk,United Kingdom
14030,2011-11-21 16:48:00,18,Active,United Kingdom
14031,2011-12-02 17:13:00,7,Active,United Kingdom
14032,2011-12-07 15:23:00,2,Active,United Kingdom
14033,2010-06-02 15:10:00,555,Churned,United Kingdom
14034,2011-11-17 14:02:00,22,Active,United Kingdom
14035,2011-11-11 10:03:00,29,Active,United Kingdom
14036,2011-02-28 09:26:00,285,Churned,United Kingdom
14037,2011-06-16 13:57:00,176,Churned,United Kingdom
14038,2011-09-22 13:37:00,78,At Risk,United Kingdom
14039,2011-11-06 13:48:00,33,At Risk,United Kingdom
14040,2011-10-30 12:42:00,41,At Risk,United Kingdom
14041,2011-03-18 13:25:00,266,Churned,United Kingdom
14042,2009-12-14 15:07:00,725,Churned,United Kingdom
14043,2010-08-05 18:18:00,491,Churned,United Kingdom
14044,2011-11-13 12:05:00,27,Active,United Kingdom
14045,2011-08-22 15:27:00,109,Churned,United Kingdom
14046,2011-02-28 14:48:00,284,Churned,United Kingdom
14047,2011-12-01 11:43:00,9,Active,United Kingdom
14048,2011-02-07 14:53:00,305,Churned,United Kingdom
14049,2011-11-23 12:20:00,17,Active,United Kingdom
14050,2011-11-08 10:00:00,32,At Risk,United Kingdom
14051,2011-12-09 10:20:00,1,Active,United Kingdom
14052,2011-11-20 12:30:00,20,Active,United Kingdom
14053,2011-08-07 14:27:00,124,Churned,United Kingdom
14054,2011-10-05 15:49:00,65,At Risk,United Kingdom
14055,2011-08-25 15:04:00,106,Churned,United Kingdom
14056,2011-12-08 13:36:00,1,Active,United Kingdom
14057,2011-11-16 10:32:00,24,Active,United Kingdom
14058,2010-09-03 09:31:00,463,Churned,United Kingdom
14059,2011-03-18 10:06:00,267,Churned,United Kingdom
14060,2011-12-05 12:29:00,5,Active,United Kingdom
14061,2010-07-20 17:22:00,507,Churned,United Kingdom
14062,2011-11-30 10:04:00,10,Active,United Kingdom
14063,2010-09-27 16:18:00,438,Churned,United Kingdom
14064,2011-11-10 13:14:00,29,Active,United Kingdom
14065,2010-11-15 16:13:00,389,Churned,United Kingdom
14066,2011-03-18 12:21:00,267,Churned,United Kingdom
14067,2011-10-07 10:21:00,64,At Risk,United Kingdom
14068,2011-01-23 16:02:00,320,Churned,United Kingdom
14069,2010-07-13 12:12:00,515,Churned,United Kingdom
14070,2010-01-24 12:27:00,685,Churned,United Kingdom
14071,2011-12-06 12:27:00,4,Active,United Kingdom
14072,2010-02-11 12:31:00,667,Churned,United Kingdom
14073,2011-11-07 15:49:00,32,At Risk,United Kingdom
14074,2010-03-26 13:55:00,623,Churned,United Kingdom
14075,2011-12-05 08:38:00,5,Active,United Kingdom
14076,2011-08-02 15:19:00,129,Churned,United Kingdom
14077,2011-10-30 12:35:00,41,At Risk,United Kingdom
14078,2011-08-30 12:16:00,102,Churned,United Kingdom
14079,2011-08-07 12:10:00,125,Churned,United Kingdom
14080,2011-11-07 11:09:00,33,At Risk,United Kingdom
14081,2011-02-10 16:17:00,302,Churned,United Kingdom
14082,2010-12-10 11:02:00,365,Churned,United Kingdom
14083,2011-12-05 13:14:00,4,Active,United Kingdom
14084,2010-07-15 14:36:00,512,Churned,United Kingdom
14085,2011-12-07 13:46:00,2,Active,United Kingdom
14086,2010-09-03 10:52:00,463,Churned,United Kingdom
14087,2011-12-07 12:41:00,3,Active,United Kingdom
14088,2011-11-29 16:16:00,10,Active,United Kingdom
14089,2011-10-14 10:38:00,57,At Risk,United Kingdom
14090,2011-01-19 10:51:00,325,Churned,United Kingdom
14091,2010-02-23 15:17:00,654,Churned,United Kingdom
14092,2011-12-02 12:13:00,8,Active,United Kingdom
14093,2011-11-27 16:27:00,12,Active,United Kingdom
14094,2010-09-26 11:58:00,440,Churned,United Kingdom
14095,2009-12-17 12:49:00,723,Churned,United Kingdom
14096,2011-12-05 17:17:00,4,Active,United Kingdom
14097,2010-08-15 14:20:00,481,Churned,United Kingdom
14098,2011-11-03 10:13:00,37,At Risk,United Kingdom
14099,2011-11-23 13:53:00,16,Active,United Kingdom
14100,2011-07-25 11:01:00,138,Churned,United Kingdom
14101,2011-09-27 12:28:00,74,At Risk,United Kingdom
14102,2011-12-04 15:38:00,5,Active,United Kingdom
14104,2011-07-08 12:50:00,155,Churned,United Kingdom
14105,2011-04-14 17:58:00,239,Churned,United Kingdom
14106,2009-12-02 14:09:00,737,Churned,United Kingdom
14107,2011-10-19 12:12:00,52,At Risk,United Kingdom
14108,2011-11-09 10:41:00,31,At Risk,United Kingdom
14109,2011-09-28 10:18:00,73,At Risk,United Kingdom
14110,2011-12-06 12:26:00,4,Active,United Kingdom
14111,2011-11-25 13:44:00,14,Active,United Kingdom
14112,2011-11-17 12:30:00,23,Active,United Kingdom
14113,2011-12-06 12:18:00,4,Active,United Kingdom
14114,2011-03-11 09:42:00,274,Churned,United Kingdom
14115,2010-07-26 12:36:00,502,Churned,United Kingdom
14116,2011-11-20 10:29:00,20,Active,United Kingdom
14117,2011-07-19 09:49:00,144,Churned,United Kingdom
14118,2010-10-07 11:59:00,429,Churned,United Kingdom
14119,2010-11-29 10:33:00,376,Churned,United Kingdom
14121,2011-12-06 12:19:00,4,Active,United Kingdom
14122,2010-10-29 15:11:00,406,Churned,United Kingdom
14123,2009-12-06 15:35:00,733,Churned,United Kingdom
14124,2011-09-16 13:32:00,84,At Risk,United Kingdom
14125,2011-11-29 12:47:00,11,Active,United Kingdom
14126,2011-12-02 11:45:00,8,Active,United Kingdom
14127,2011-08-09 10:49:00,123,Churned,United Kingdom
14128,2011-10-10 12:00:00,61,At Risk,United Kingdom
14129,2011-12-08 11:02:00,2,Active,United Kingdom
14130,2011-01-24 16:05:00,319,Churned,United Kingdom
14131,2010-03-01 11:59:00,649,Churned,United Kingdom
14132,2011-12-07 13:35:00,2,Active,United Kingdom
14133,2011-08-02 11:34:00,130,Churned,United Kingdom
14134,2010-11-22 12:26:00,383,Churned,United Kingdom
14135,2011-12-08 11:38:00,2,Active,United Kingdom
14136,2010-11-04 11:53:00,401,Churned,United Kingdom
14137,2010-01-13 12:30:00,696,Churned,United Kingdom
14138,2011-12-08 12:44:00,2,Active,United Kingdom
14139,2011-10-24 13:34:00,46,At Risk,United Kingdom
14140,2011-12-06 09:05:00,4,Active,United Kingdom
14141,2011-12-07 09:53:00,3,Active,United Kingdom
14142,2010-12-01 16:33:00,373,Churned,United Kingdom
14143,2011-07-29 09:48:00,134,Churned,United Kingdom
14144,2010-08-10 15:17:00,486,Churned,United Kingdom
14145,2011-10-24 12:10:00,47,At Risk,United Kingdom
14146,2011-12-01 10:18:00,9,Active,United Kingdom
14147,2011-09-22 18:10:00,78,At Risk,United Kingdom
14148,2011-04-20 12:02:00,234,Churned,United Kingdom
14149,2011-05-03 09:44:00,221,Churned,United Kingdom
14150,2011-11-04 10:05:00,36,At Risk,United Kingdom
14151,2010-02-04 15:35:00,673,Churned,United Kingdom
14152,2011-09-25 12:54:00,75,At Risk,United Kingdom
14153,2010-08-13 14:35:00,483,Churned,United Kingdom
14154,2011-04-14 16:26:00,239,Churned,United Kingdom
14155,2011-03-18 14:13:00,266,Churned,United Kingdom
14156,2011-11-30 10:54:00,10,Active,EIRE
14157,2011-11-20 11:32:00,20,Active,United Kingdom
14158,2011-10-30 15:08:00,40,At Risk,United Kingdom
14159,2011-11-20 12:36:00,20,Active,United Kingdom
14160,2010-04-08 14:30:00,610,Churned,United Kingdom
14161,2011-05-08 11:41:00,216,Churned,United Kingdom
14162,2011-06-19 11:36:00,174,Churned,United Kingdom
14163,2011-09-13 15:18:00,87,At Risk,United Kingdom
14164,2011-09-30 12:24:00,71,At Risk,United Kingdom
14165,2011-03-09 12:39:00,276,Churned,United Kingdom
14166,2010-07-22 19:42:00,505,Churned,United Kingdom
14167,2011-10-31 14:29:00,39,At Risk,United Kingdom
14168,2010-10-15 10:49:00,421,Churned,United Kingdom
14169,2010-10-05 08:45:00,431,Churned,United Kingdom
14170,2010-11-29 13:10:00,375,Churned,United Kingdom
14171,2011-09-02 16:43:00,98,Churned,United Kingdom
14172,2010-04-13 13:26:00,605,Churned,United Kingdom
14173,2011-11-29 11:54:00,11,Active,United Kingdom
14174,2011-11-06 13:17:00,33,At Risk,United Kingdom
14175,2011-10-11 11:55:00,60,At Risk,United Kingdom
14176,2011-02-15 13:12:00,297,Churned,United Kingdom
14177,2011-09-14 15:11:00,86,At Risk,United Kingdom
14178,2011-12-01 12:01:00,9,Active,United Kingdom
14179,2011-10-30 12:07:00,41,At Risk,United Kingdom
14180,2011-11-29 10:56:00,11,Active,United Kingdom
14181,2010-10-25 08:27:00,411,Churned,United Kingdom
14182,2010-09-22 11:45:00,444,Churned,United Kingdom
14183,2010-10-24 14:45:00,411,Churned,United Kingdom
14184,2011-10-04 12:43:00,67,At Risk,United Kingdom
14185,2011-01-12 13:52:00,331,Churned,United Kingdom
14186,2010-10-08 13:30:00,427,Churned,United Kingdom
14187,2010-08-23 12:06:00,474,Churned,United Kingdom
14188,2011-11-09 12:45:00,31,At Risk,United Kingdom
14189,2011-12-07 15:55:00,2,Active,United Kingdom
14190,2010-02-11 14:27:00,666,Churned,United Kingdom
14191,2011-12-08 09:23:00,2,Active,United Kingdom
14192,2010-11-16 17:44:00,388,Churned,United Kingdom
14193,2011-10-03 09:34:00,68,At Risk,United Kingdom
14194,2011-12-05 10:38:00,5,Active,United Kingdom
14195,2011-05-22 10:29:00,202,Churned,United Kingdom
14196,2011-08-25 10:25:00,107,Churned,United Kingdom
14197,2010-10-25 10:01:00,411,Churned,United Kingdom
14198,2011-11-21 16:35:00,18,Active,United Kingdom
14199,2011-05-05 13:44:00,218,Churned,United Kingdom
14200,2010-04-01 13:01:00,617,Churned,United Kingdom
14201,2011-10-10 13:27:00,60,At Risk,United Kingdom
14202,2010-11-23 17:13:00,381,Churned,United Kingdom
14203,2010-11-07 13:35:00,397,Churned,United Kingdom
14204,2011-12-07 13:38:00,2,Active,United Kingdom
14205,2011-11-23 10:55:00,17,Active,United Kingdom
14206,2011-04-14 16:38:00,239,Churned,United Kingdom
14207,2010-01-21 09:33:00,688,Churned,United Kingdom
14208,2011-09-06 12:48:00,95,Churned,United Kingdom
14209,2011-11-29 10:18:00,11,Active,United Kingdom
14210,2011-08-26 12:36:00,106,Churned,United Kingdom
14211,2011-10-17 13:23:00,53,At Risk,United Kingdom
14212,2011-09-11 12:45:00,90,At Risk,United Kingdom
14213,2010-10-31 10:37:00,405,Churned,United Kingdom
14214,2011-11-09 10:31:00,31,At Risk,United Kingdom
14215,2011-11-28 12:19:00,12,Active,United Kingdom
14216,2011-12-06 14:56:00,3,Active,United Kingdom
14217,2011-12-08 11:53:00,2,Active,United Kingdom
14218,2011-10-28 10:00:00,43,At Risk,United Kingdom
14219,2011-12-05 16:23:00,4,Active,United Kingdom
14220,2011-04-06 13:23:00,247,Churned,United Kingdom
14221,2011-10-28 13:42:00,42,At Risk,United Kingdom
14222,2011-06-15 16:42:00,177,Churned,United Kingdom
14223,2011-09-08 13:38:00,92,Churned,United Kingdom
14224,2011-08-21 13:24:00,110,Churned,United Kingdom
14225,2010-10-01 10:32:00,435,Churned,United Kingdom
14226,2011-11-11 11:34:00,29,Active,United Kingdom
14227,2011-11-13 15:48:00,26,Active,United Kingdom
14228,2010-09-28 09:45:00,438,Churned,United Kingdom
14229,2011-10-19 10:04:00,52,At Risk,United Kingdom
14230,2010-09-30 09:07:00,436,Churned,United Kingdom
14231,2011-06-09 11:05:00,184,Churned,United Kingdom
14232,2011-10-28 11:09:00,43,At Risk,United Kingdom
14233,2011-10-21 15:54:00,49,At Risk,United Kingdom
14234,2011-11-17 17:53:00,22,Active,United Kingdom
14235,2011-09-25 14:37:00,75,At Risk,United Kingdom
14236,2011-09-20 09:13:00,81,At Risk,United Kingdom
14237,2010-12-01 13:20:00,373,Churned,United Kingdom
14238,2011-01-17 14:40:00,326,Churned,United Kingdom
14239,2011-10-27 14:40:00,43,At Risk,United Kingdom
14240,2011-11-09 13:45:00,30,Active,United Kingdom
14241,2011-06-09 11:46:00,184,Churned,United Kingdom
14242,2011-04-19 11:46:00,235,Churned,United Kingdom
14243,2011-12-01 11:12:00,9,Active,United Kingdom
14244,2010-02-17 11:40:00,661,Churned,United Kingdom
14245,2011-05-04 08:40:00,220,Churned,United Kingdom
14246,2011-08-21 11:50:00,111,Churned,United Kingdom
14247,2011-03-06 15:21:00,278,Churned,United Kingdom
14248,2011-01-25 14:45:00,318,Churned,United Kingdom
14249,2010-10-25 12:34:00,411,Churned,United Kingdom
14250,2011-12-02 14:30:00,7,Active,United Kingdom
14251,2011-12-08 08:32:00,2,Active,United Kingdom
14252,2010-11-23 13:36:00,381,Churned,United Kingdom
14253,2010-08-03 14:55:00,493,Churned,United Kingdom
14254,2010-10-03 11:52:00,433,Churned,United Kingdom
